PACl Flow Rate	Turbidity	Fluoride Voltage	Fluoride Conc
0.0019753	1.53132915	0.09874252	3.104277019
0.0019753	1.53132915	0.09699162	3.379370602
0.0019753	1.51391912	0.09317412	4.066637111
0.0019753	1.51391912	0.0963677	3.483181259
0.0019753	1.51391912	0.09749693	3.297566707
0.0019753	1.51391912	0.09437019	3.837472095
0.0019753	1.51391912	0.09463947	3.787686087
0.0019753	1.51391912	0.09773605	3.259549132
0.0019753	1.56068218	0.09428385	3.85357326
0.0019753	1.56068218	0.09493738	3.733359021
0.0019753	1.56068218	0.09793141	3.228814494
0.0019753	1.56068218	0.09589081	3.564673513
0.0019753	1.56068218	0.09253492	4.194666927
0.0019753	1.48805344	0.09648036	3.464203256
0.0019753	1.48805344	0.09796546	3.223487377
0.0019753	1.48805344	0.09397063	3.912553445
0.0019753	1.48805344	0.0941719	3.87455095
0.0019753	1.48805344	0.09754045	3.290614626
0.0019753	1.4531275	0.09588078	3.566407784
0.0019753	1.4531275	0.09269943	4.161335869
0.0019753	1.4531275	0.09580797	3.579022558
0.0019753	1.4531275	0.09712289	3.357926383
0.0019753	1.4531275	0.09342784	4.016907895
0.0019753	1.4624635	0.09472919	3.771242017
0.0019753	1.4624635	0.09746129	3.303270939
0.0019753	1.4624635	0.09647509	3.465088698
0.0019753	1.4624635	0.09280506	4.140074134
0.0019753	1.4624635	0.09486012	3.747372915
0.0019753	1.62509453	0.09721729	3.342589398
0.0019753	1.62509453	0.09541628	3.647654869
0.0019753	1.62509453	0.09244633	4.212726436
0.0019753	1.62509453	0.09462545	3.790262171
0.0019753	1.62509453	0.09722679	3.341049836
0.0019753	1.6077286	0.09606752	3.534256827
0.0019753	1.6077286	0.09468383	3.77954675
0.0019753	1.6077286	0.09246564	4.208783382
0.0019753	1.6077286	0.09618444	3.514274466
